,H1-PelletTriflic-Fl-R1,H1-PelletTriflic-Fl-R2,H1-PelletTriflic-Fl-R3,H1-SonicSupTriflic-V2-R1,H1-SonicSupTriflic-V2-R2,H1-SonicSupTriflic-V2-R3,H1-wholetriflic-R1,H1-wholetriflic-R2,H1-wholetriflic-R3
8454099,1,0,0,2,2,2,0,0,0
8454597,3,6,6,5,7,5,14,9,10
8454600,5,2,3,0,0,0,1,2,0
8454686,35,41,38,0,0,0,30,30,23
8454890,22,18,21,0,0,0,19,14,14
8454917,28,20,18,0,0,0,22,24,26
8454985,37,27,31,0,0,0,17,25,17
8455053,50,49,53,6,9,9,80,95,81
8455241,31,20,26,29,33,36,31,31,22
8455313,22,26,27,0,0,0,24,25,30
8455507,11,22,18,3,0,0,23,24,24
8455597,7,13,12,0,0,0,2,3,5
8456170,3,3,0,2,3,1,1,2,3
8476121,12,16,13,0,0,0,12,12,11
8541815,4,4,4,2,3,2,10,6,10
8542356,0,0,0,0,0,0,0,0,2
8543093,0,2,0,0,0,0,0,2,0
8548706,4,2,4,0,0,0,1,3,3
8552975,9,6,5,0,0,0,0,7,6
8571802,1,1,0,0,0,0,2,0,0
8609480,2,5,5,0,0,0,0,0,0
8613557,2,1,1,0,0,0,0,0,0
8615254,4,4,4,0,0,0,4,3,4
8644758,14,14,15,17,15,14,15,12,11
8692550,8,8,10,0,0,0,4,4,4
8700996,4,3,3,0,0,0,4,3,2
8813777,9,6,4,0,0,0,0,0,2
8838561,13,15,11,0,0,0,10,12,7
8861059,3,2,2,0,1,1,3,5,4
8879186,24,22,19,0,0,0,11,15,16
8887938,8,8,10,0,0,0,4,4,4
8889679,27,27,30,19,26,19,24,24,23
8907106,6,6,5,2,3,2,8,7,6
8917842,14,12,15,0,0,0,24,27,14
8956902,4,4,6,7,8,9,5,6,7
8956920,0,0,0,9,11,13,4,4,3
8971047,3,0,1,0,0,0,3,2,2
9012457,3,3,4,0,0,0,1,2,5
9023561,0,4,2,3,7,5,0,5,0
9023916,0,0,6,16,17,14,0,0,0
9048587,2,2,3,0,0,0,6,5,6
9050982,6,6,5,2,3,2,8,7,6
9072926,2,2,3,0,0,0,7,7,8
9076083,0,0,3,0,0,0,0,0,0
9076218,12,8,8,0,0,0,8,8,5
9084711,1,2,2,0,0,0,2,0,0
9085008,20,17,19,15,14,13,9,12,9
9103759,4,5,3,5,6,8,7,5,4
9108120,0,0,0,0,0,0,2,3,0
9202962,7,9,8,8,6,5,8,7,7
9205056,7,7,3,0,0,0,5,0,0
9205186,22,26,20,0,0,0,4,6,4
9206089,20,18,21,0,0,0,14,15,15
9206098,3,0,0,0,0,0,0,0,0
9206105,19,29,35,0,0,0,29,23,20
9207648,8,11,11,0,0,0,6,5,0
9215855,3,3,4,0,0,0,1,2,5
9215891,17,17,20,0,0,0,12,19,11
9227355,11,16,19,0,0,0,6,14,13
9252072,3,2,3,0,0,0,0,0,0
9261770,53,58,62,0,0,0,56,44,43
9270396,2,2,3,0,0,0,6,5,6
9284911,2,2,3,0,0,0,7,7,8
9378970,3,2,3,0,0,0,0,0,0
9386419,6,6,5,2,3,2,8,7,6
9406618,3,2,3,0,0,0,0,0,0
9417179,3,2,3,0,0,0,0,0,0
9425191,3,2,3,0,0,0,0,0,0
9446492,3,2,3,0,0,0,0,0,0
9447015,3,2,3,0,0,0,0,0,0
9464390,3,2,3,0,0,0,0,0,0
9471576,3,2,3,0,0,0,0,0,0
9505311,3,4,2,0,0,0,1,2,1
9538646,11,8,4,0,0,0,8,8,6
9543419,12,14,11,0,0,0,11,7,3
9551331,4,4,6,7,8,9,5,6,7
9596567,8,9,9,7,7,9,0,0,0
9670834,4,5,7,0,0,0,0,0,0
9673953,2,0,0,1,2,0,2,2,0
9694102,0,0,0,0,0,3,0,0,0
9694862,0,0,0,0,0,0,2,0,0
9695082,14,12,9,0,0,0,12,11,13
9723318,2,2,3,0,0,0,6,5,6
9740705,14,15,13,13,12,13,17,16,15
9757832,0,6,3,0,0,0,0,0,0
9777611,1,0,0,1,4,0,0,0,0
9783644,22,18,21,0,0,0,19,13,14
9904239,17,14,21,0,0,0,10,6,8
9970283,16,20,18,0,0,0,17,10,15
9978493,3,4,2,7,8,4,2,2,3
10002586,0,0,0,4,3,3,6,0,0
10053077,6,3,5,8,5,8,1,1,2
10077068,0,0,0,1,2,4,0,0,0
10082440,0,0,2,0,0,0,2,0,0
10096928,15,13,13,14,15,11,19,18,15
10109279,0,0,0,0,0,0,0,5,0
10119784,0,0,0,0,0,0,0,0,2
10149100,0,0,0,0,0,0,2,0,0
10233675,8,3,0,0,0,0,9,9,10
10233795,1,2,2,3,4,3,0,0,0
10235519,2,0,0,0,0,0,0,3,0
10252913,8,8,10,0,0,0,4,4,4
10261138,0,0,0,0,0,0,2,2,1
10274074,4,4,7,0,0,0,4,6,5
10276368,18,15,11,0,0,0,5,0,0
10276533,0,0,0,6,8,6,0,0,0
10277108,3,0,0,4,0,0,2,3,2
10277170,0,3,8,0,0,0,7,6,7
10277194,3,4,3,9,0,4,6,5,4
10277230,0,0,0,0,0,0,0,0,3
10277311,5,7,0,0,0,0,4,0,0
10286900,2,2,3,0,0,0,6,5,6
10339168,147,143,143,0,0,0,138,105,119
10365511,0,7,0,0,0,0,0,0,0
10365777,2,2,3,0,0,0,6,5,6
10366360,8,2,2,5,3,5,4,6,6
10377502,7,5,7,0,0,0,4,6,4
10380653,5,0,0,0,0,0,7,6,9
10407915,5,5,1,1,0,0,1,1,0
10418709,9,12,13,0,0,0,7,13,10
10423526,6,6,5,2,3,2,16,12,11
10439591,6,6,5,2,3,2,8,7,6
10446427,2,2,3,0,0,0,6,5,6
10510823,2,2,3,0,0,0,6,5,6
10511979,6,6,5,2,3,2,8,7,6
10514160,2,1,1,0,0,0,3,1,3
10520221,0,0,0,0,0,3,0,0,0
10520505,10,7,7,0,0,0,3,6,4
10523776,18,10,13,39,37,37,8,12,6
10531013,4,4,3,2,4,2,5,3,4
10531299,2,2,3,0,0,0,6,5,6
10533506,2,2,3,0,0,0,6,5,6
10593880,4,2,3,0,0,0,2,2,1
10594359,1,1,2,0,0,0,3,4,2
10597448,0,4,0,4,3,0,0,0,0
10686622,10,7,7,0,0,0,7,8,5
10687793,2,2,3,0,0,0,6,5,6
10689069,12,13,15,7,7,10,1,2,2
10689110,24,23,20,7,5,7,21,22,13
10689796,2,2,3,0,0,0,6,5,6
10699458,4,5,7,0,0,0,0,0,0
10699914,0,3,0,0,0,0,0,0,0
10700004,3,1,1,0,2,0,1,0,1
10711157,1,2,2,2,6,4,3,2,2
10711259,9,9,12,0,0,0,14,14,10
10715532,2,2,3,0,0,0,6,5,6
10730846,2,2,3,0,0,0,6,5,6
10731233,0,0,0,5,4,6,0,0,0
10732421,0,0,0,0,0,0,2,1,4
10736564,2,2,2,0,0,0,4,5,2
10738405,0,3,0,0,6,5,8,5,4
10739053,31,29,35,9,10,16,41,34,30
10739329,4,5,5,3,0,0,0,2,0
10739365,58,40,47,0,0,0,75,75,69
10739366,20,19,21,0,0,0,26,30,10
10739603,2,0,0,0,0,0,8,4,4
10739610,10,10,11,0,0,0,25,22,22
10739621,0,2,0,0,0,0,0,3,0
10739622,0,0,5,0,0,0,8,8,7
10739759,0,0,0,0,0,0,2,1,0
10741957,15,12,10,18,16,22,19,22,22
10757891,50,48,44,4,2,2,64,66,59
10758589,0,0,0,0,0,0,0,3,0
10773288,2,2,3,0,0,0,6,5,6
10774345,7,5,7,0,0,0,4,4,4
10791111,7,10,9,0,0,0,5,5,7
10815303,21,23,21,0,2,0,18,21,16
10815512,3,3,4,0,0,0,2,2,4
10815549,13,16,18,0,0,0,11,18,13
10829039,9,8,9,7,6,9,0,0,0
10848066,22,21,20,108,116,113,15,15,12
10868294,6,6,5,0,1,0,8,7,8
10881048,1,2,0,0,0,0,2,2,1
10898197,9,9,13,0,0,0,5,8,6
10899019,2,2,3,0,0,0,6,5,6
10899544,6,6,5,2,3,2,8,7,6
10908847,4,4,3,3,0,2,2,0,4
10920382,7,3,3,0,0,0,5,3,4
10930687,1,2,0,11,9,7,1,2,2
10931967,2,0,2,2,3,3,1,1,2
10974874,5,2,0,0,0,0,5,6,5
10988069,6,7,5,6,8,8,3,1,2
11072139,9,6,7,0,0,0,10,8,7
11072142,4,4,4,0,0,0,2,2,2
11212308,1,2,0,0,0,0,2,2,1
11221636,0,0,0,0,0,0,2,3,0
11252679,3,0,0,4,2,3,2,2,0
11312783,1,0,2,11,5,2,0,0,0
11315340,21,21,24,12,13,10,28,27,27
11316431,22,20,19,0,0,0,25,24,25
11316432,19,19,15,0,0,0,11,8,6
11317218,0,0,0,4,3,4,0,0,0
11318693,3,3,3,0,0,0,2,2,2
11325445,10,10,9,13,12,13,6,10,11
11332141,28,32,22,0,0,0,21,9,7
11333292,0,0,0,0,0,0,8,10,9
11350109,31,39,38,0,0,0,31,31,26
11396524,3,0,0,0,0,0,0,0,5
11396786,9,9,10,0,0,0,16,16,21
11397030,0,0,0,0,0,0,0,2,0
11397327,0,0,0,0,0,0,0,5,0
11399691,0,0,0,0,0,0,2,0,0
11403987,7,5,8,0,0,0,3,8,10
11470531,0,3,2,0,0,0,3,3,3
11497183,15,11,18,0,0,0,18,9,8
11497379,11,11,12,2,0,0,8,10,10
11533029,2,2,3,0,0,0,6,5,6
11553218,0,0,0,0,0,0,3,0,0
11559291,7,7,6,15,17,14,16,7,13
11564101,5,4,5,0,1,4,4,5,2
11582951,19,10,19,10,7,9,15,9,11
11587344,25,21,16,0,0,0,31,31,32
11600514,6,4,5,4,5,5,8,6,10
11622616,6,6,8,4,0,4,0,3,2
11627460,0,0,0,0,0,0,11,15,10
11630292,5,3,7,0,0,0,5,4,0
11673692,9,6,9,0,0,0,15,16,10
11677193,6,7,8,0,0,0,1,0,0
11740542,24,27,31,17,16,12,39,31,33
11757941,0,0,0,2,0,0,0,0,0
11762451,11,12,9,27,29,29,15,8,9
11777683,2,0,0,0,0,0,0,0,0
11790449,5,4,5,2,3,2,6,4,6
11791224,3,4,6,0,0,0,3,0,1
11825912,0,0,0,8,9,8,0,0,0
11928233,8,8,10,0,0,0,4,4,4
11956395,5,3,2,0,0,0,4,1,3
11983619,6,6,5,2,3,2,8,7,6
11987833,0,0,0,0,0,0,4,0,0
11991689,0,0,0,0,0,0,0,2,5
12031731,2,2,3,0,0,0,6,5,6
12106659,12,16,10,0,0,0,8,6,10
12116810,12,9,11,0,0,0,7,0,6
12135439,8,9,9,7,7,9,0,0,0
12167871,7,3,3,0,0,0,5,3,4
12241581,2,1,1,0,0,0,3,1,3
12255887,6,7,8,0,0,0,4,5,6
12255964,8,6,10,1,1,0,3,5,3
12268875,29,32,32,9,11,13,25,19,25
12378604,10,12,12,7,8,9,1,2,2
12415223,0,0,0,2,0,0,0,0,0
12417917,0,0,0,0,0,0,3,2,0
12424621,6,4,3,0,0,0,7,5,5
12448308,0,1,1,7,3,1,0,0,1
12448700,48,52,35,30,22,20,36,42,37
12457150,6,4,5,0,0,0,6,4,3
12460188,3,4,3,6,1,2,2,5,2
12465579,32,37,33,6,7,9,30,24,28
12633707,10,11,9,0,0,0,9,10,6
12661961,20,19,15,20,12,14,12,18,16
12680181,4,5,3,2,3,2,5,3,4
12732615,9,11,14,0,0,0,7,13,10
12867643,0,4,5,0,0,5,0,0,0
12893273,9,8,11,0,0,0,5,5,8
12999155,0,0,0,0,0,2,0,0,0
13000658,4,4,3,2,0,2,3,0,5
13186499,3,1,3,0,0,0,0,0,0
13190760,42,33,34,0,0,0,40,26,24
13191330,23,22,28,0,0,0,27,22,20
13191545,17,27,24,0,0,0,16,17,10
13193055,10,9,7,5,11,11,9,7,5
13193209,0,2,0,0,0,0,6,6,6
13193380,8,3,2,6,3,1,1,2,0
13193507,9,7,13,0,0,0,12,8,3
13193515,2,2,4,0,0,0,0,1,0
13203547,5,7,3,12,11,9,9,7,7
13203808,8,9,9,7,7,9,0,0,0
13217126,6,10,10,0,3,0,6,6,8
13234966,2,0,0,14,18,12,16,11,11
13253272,3,0,0,3,0,0,5,6,7
13272074,4,4,4,0,0,0,4,3,4
13297824,15,14,11,12,13,10,19,19,18
13306014,12,22,16,0,0,0,13,15,17
13308883,10,13,12,47,45,36,8,8,3
13331666,0,2,2,0,3,5,0,0,0
13337621,5,3,5,7,8,5,7,6,7
13404073,9,11,10,5,5,4,13,10,11
13414345,3,3,2,7,8,4,2,2,3
13433916,0,0,0,8,7,5,0,0,0
13435376,3,4,3,0,0,0,0,0,2
13439350,2,2,3,0,0,0,6,6,6
13440443,0,0,0,3,2,3,0,0,0
13440600,11,6,4,0,0,0,15,15,21
13441448,5,6,6,4,6,7,5,4,3
13441700,0,0,4,0,0,0,5,4,5
13445022,0,0,0,15,21,14,0,0,0
13452002,9,6,9,0,0,0,15,16,10
13457113,4,4,6,7,8,9,5,6,7
13474066,3,2,3,0,0,0,0,0,0
13498405,1,0,0,2,1,3,0,0,0
13505715,9,12,9,24,32,25,15,13,11
13567578,2,0,0,0,0,0,0,0,0
13571055,0,2,2,3,2,5,0,0,0
13571500,0,0,0,12,12,12,0,0,0
13574239,7,6,5,6,8,11,5,6,3
13575218,6,13,11,9,4,6,3,9,7
13580121,0,2,1,0,0,0,0,2,1
13580930,9,7,4,31,28,22,0,0,0
13581456,23,25,17,0,0,0,15,13,16
13587330,4,5,3,0,0,0,8,7,8
13589494,0,2,2,3,2,5,0,0,0
13593143,5,5,6,36,31,25,0,0,0
13596265,11,12,13,0,0,0,4,4,4
13602922,2,2,3,0,0,0,6,5,6
13606391,2,2,0,24,21,23,8,6,8
13653414,4,6,6,0,0,0,2,3,5
13661094,3,1,2,0,0,0,0,3,1
13663611,1,1,0,0,2,2,3,0,1
13664144,8,8,10,0,0,0,4,4,4
13666225,0,2,0,0,6,5,6,5,5
13666277,0,3,0,5,3,6,0,0,0
13670649,1,0,0,6,8,6,0,0,0
13675824,5,6,7,28,30,27,6,7,3
13726185,2,2,3,0,0,0,6,5,6
13753597,4,2,2,0,0,0,3,4,2
13754598,0,0,0,4,6,5,0,1,1
13787058,3,2,3,0,0,0,0,0,0
13840429,8,4,7,0,0,0,15,17,19
13874931,8,4,6,0,2,2,10,7,7
13907268,9,11,8,6,6,7,6,5,6
13979767,4,5,4,4,4,2,4,0,0
13987587,0,2,0,5,0,2,2,7,4
14035060,8,7,6,7,7,10,8,8,8
14036481,4,4,5,0,0,0,0,0,0
14054328,3,5,0,0,0,0,0,2,0
14080080,8,8,10,22,14,13,3,0,0
14081574,3,3,5,0,2,0,3,5,3
14123454,0,0,0,0,0,0,2,0,0
14126619,0,0,0,0,0,0,0,2,0
14150438,6,6,6,0,0,0,3,0,4
14167279,7,7,9,0,0,0,0,0,0
14173982,7,0,4,0,0,0,7,10,8
14177126,266,304,264,213,196,165,262,219,193
14184962,2,8,2,0,5,2,7,5,5
14188461,0,0,0,0,0,2,0,0,0
14240351,8,8,12,10,11,7,7,4,11
14247320,3,5,5,0,0,0,0,5,3
14265451,3,2,3,0,0,0,0,0,0
14278226,10,13,14,0,0,0,13,10,11
14324834,3,2,0,0,0,5,0,0,1
14332148,0,5,0,0,4,0,0,5,7
14378847,3,3,2,7,8,4,2,2,3
14380144,0,0,0,0,0,0,0,0,2
14413010,3,0,3,4,0,3,3,4,0
14433022,2,2,3,0,0,0,6,5,6
14441010,5,3,4,0,0,0,4,4,4
14466706,0,0,0,0,0,0,0,11,0
14496796,2,0,2,0,2,1,1,0,2
14535745,3,2,2,0,0,0,1,1,0
14545627,2,4,0,3,5,5,2,0,0
14562511,0,0,0,0,0,2,0,0,0
14567622,0,3,0,0,0,0,0,0,0
14568796,15,20,19,0,0,0,26,17,11
14580631,3,2,3,0,0,0,0,0,0
14593159,21,27,28,5,2,3,19,23,19
14603981,4,3,5,0,2,0,3,5,3
14609075,4,4,6,7,8,9,5,6,7
14609273,0,3,0,0,0,0,0,0,0
14626198,3,2,3,0,0,0,0,0,0
14633519,3,0,0,7,5,5,0,0,0
14653707,6,5,3,7,7,7,11,9,9
14671080,8,9,12,12,10,12,8,7,7
14674199,1,2,0,0,0,0,2,2,1
14693091,10,10,8,2,3,2,11,10,8
14713562,33,32,30,0,0,0,26,16,17
14739479,12,8,13,0,0,0,8,7,6
14751313,0,0,4,0,0,0,0,0,0
14783053,0,0,3,0,0,0,0,0,0
14783236,5,4,6,0,0,0,5,4,6
14878503,3,2,3,0,0,0,0,0,0
14883154,3,0,0,7,5,5,0,0,0
14890274,19,20,20,0,2,0,13,18,13
14899897,8,7,7,15,15,16,36,27,29
14914677,49,50,57,14,12,10,34,48,42
14915738,0,0,0,0,0,0,3,0,0
14915774,3,2,0,0,0,0,1,2,0
14923958,3,5,3,0,0,0,2,1,2
14977576,7,7,8,0,0,0,4,6,6
14991355,1,1,2,5,6,6,0,0,0
14992074,9,11,8,6,6,7,6,5,6
14999631,0,5,0,0,4,0,0,5,7
15001292,12,18,14,0,0,0,11,14,15
15010122,147,164,158,0,1,0,111,111,96
15034528,3,4,2,0,0,0,1,2,1
15040547,11,8,11,0,0,0,4,6,6
15046618,17,14,19,4,9,5,10,13,9
15072535,4,3,3,0,0,0,2,3,4
15150656,75,74,72,16,10,13,52,69,64
15165337,4,4,3,2,3,2,7,3,5
15167402,2,2,3,0,0,0,6,5,6
15203212,3,0,0,0,0,0,0,0,0
15207842,2,0,3,2,1,3,1,1,2
15302920,3,0,0,0,0,0,0,0,0
15304368,6,6,5,2,3,2,8,7,6
15389156,11,10,14,16,13,14,8,11,8
15392158,4,4,3,2,3,2,7,3,5
15463652,2,3,4,0,0,0,2,0,0
15471583,6,4,4,0,0,0,0,0,0
15484395,10,10,12,8,9,10,1,1,3
15491565,0,0,4,13,9,8,0,5,0
15492888,0,0,0,6,11,9,0,0,4
15622395,0,0,0,0,0,0,0,2,0
15634299,3,2,4,0,3,5,1,0,2
15700990,10,11,12,7,7,9,1,2,2
15723205,3,7,8,0,0,0,10,11,9
15743412,10,11,13,0,0,0,8,5,6
15747084,28,26,28,2,0,0,42,42,44
15747452,0,0,2,0,0,0,0,0,0
15747552,15,17,19,0,0,0,0,5,7
15747824,1,2,0,0,0,0,2,2,0
15748223,20,15,16,0,0,0,18,12,14
15748230,22,28,28,0,0,0,12,8,11
15749340,13,6,18,0,0,0,9,8,0
15749576,29,27,25,0,0,0,16,21,10
15749667,8,5,8,0,0,0,0,0,0
15749752,9,14,13,0,0,0,6,4,8
15749890,39,23,23,0,0,0,10,11,11
15749894,10,13,11,7,4,6,8,8,6
15752435,6,6,3,10,12,11,0,4,0
15752573,12,16,16,15,12,11,15,16,11
15755094,0,0,0,5,2,0,0,0,0
15755194,7,7,6,0,0,0,10,8,9
15756284,0,0,0,0,5,2,0,0,0
15769577,50,49,48,29,20,19,39,53,51
15782696,17,21,17,0,0,0,26,21,18
15818532,4,4,4,0,0,0,4,3,4
15819916,44,38,42,2,3,2,31,39,40
15819993,2,2,3,0,0,0,6,5,6
15859912,5,7,5,10,9,7,10,10,8
15860346,0,0,0,0,0,0,8,4,5
15884011,0,0,0,0,0,0,0,0,5
15889145,4,4,6,7,8,9,5,6,7
15890002,4,3,5,0,0,0,4,4,4
15893349,8,9,4,20,25,22,9,7,7
15894944,4,4,3,2,3,2,6,4,4
15922034,14,9,9,25,23,19,6,5,6
15986841,2,8,6,7,11,10,0,0,0
16000685,7,11,15,15,13,14,13,7,8
16008447,4,6,7,13,12,13,0,0,2
16008558,0,0,0,8,5,6,0,0,0
16010727,34,39,46,22,27,21,43,33,33
16010785,0,0,0,12,16,12,0,0,0
16019726,0,0,0,3,0,6,0,0,0
16026136,2,0,2,2,3,3,1,1,2
16039210,19,21,19,0,2,0,13,17,13
16113227,17,20,18,0,0,0,17,10,15
16128522,11,9,13,6,6,9,11,3,6
16155541,25,25,25,0,0,0,19,14,22
16160912,0,0,1,0,0,0,8,2,4
16172283,18,12,18,24,20,21,9,6,6
16340262,0,0,2,0,0,0,2,1,1
16342148,14,16,12,0,0,0,9,12,13
16352421,5,3,4,0,0,0,3,4,3
16364371,0,2,0,0,0,0,0,0,0
16400890,12,10,6,51,37,34,0,0,0
16400944,62,54,62,124,126,133,44,46,22
16402044,34,28,37,53,46,47,27,25,25
16468022,0,2,0,0,0,0,0,3,3
16540060,4,4,3,2,3,2,9,7,7
16547084,2,2,3,0,0,0,6,5,6
16579503,4,4,3,0,0,0,4,3,3
16613647,2,2,3,1,3,1,1,2,3
16613806,141,137,129,30,25,24,114,98,105
16657236,7,5,5,0,0,0,4,3,4
16673986,0,0,0,0,0,0,0,1,2
16675474,10,13,14,0,0,0,13,10,11
16731248,3,4,1,0,0,0,6,2,2
16735252,3,2,2,0,0,0,1,0,0
16736775,5,4,6,0,0,0,3,3,2
16738939,27,34,33,0,1,0,24,28,16
16746201,0,2,2,0,0,0,0,0,0
16746273,3,6,4,10,7,7,0,0,0
16746987,0,0,0,0,0,0,0,2,6
16752904,7,12,12,0,0,0,4,1,0
16753936,5,5,3,0,0,0,1,1,0
16754804,8,8,8,3,1,2,5,8,5
16830531,4,3,5,0,0,0,4,4,4
16830550,3,0,0,0,0,0,6,5,0
16841849,2,2,3,0,0,0,6,5,6
16841857,6,7,7,2,3,2,10,10,8
16842695,0,0,1,0,0,0,5,0,0
16843772,9,11,13,0,0,0,7,14,10
16849372,5,9,11,0,0,0,2,8,7
16926209,2,2,2,0,0,0,5,4,3
16968460,2,3,2,2,1,1,1,0,1
16972273,20,14,17,0,0,0,9,13,18
16972434,1,3,2,1,0,0,2,4,3
17037782,0,0,0,0,0,0,0,0,2
17049438,11,13,16,0,0,0,9,16,11
17050235,2,2,3,4,7,4,6,3,2
17050394,2,2,3,0,0,0,6,5,6
17052898,10,9,12,0,0,0,16,18,10
17052968,1,0,0,2,3,0,2,0,0
17074423,3,3,2,0,0,0,2,4,4
17102205,1,4,4,1,2,1,5,6,3
17172671,6,3,3,0,0,0,4,3,4
17201391,4,3,5,0,0,0,4,4,4
17201401,19,16,18,16,15,10,6,2,0
17208260,4,4,3,2,0,2,3,0,5
17271733,1,0,0,0,0,0,6,6,6
17277731,0,4,0,4,3,0,0,0,0
17278386,2,0,2,0,2,1,1,0,2
17320759,5,2,5,4,2,3,5,2,2
17325367,5,5,4,5,3,3,2,2,0
17333453,3,2,0,0,0,0,0,0,0
17337686,7,8,6,5,6,7,16,13,15
17354821,5,6,5,6,6,6,0,3,0
17370586,1,2,2,0,1,3,0,0,0
17371869,0,0,0,0,0,0,1,1,2
17374966,6,6,5,2,3,2,8,7,6
17386347,1,2,0,0,0,0,2,2,1
17395134,0,0,0,4,6,5,0,1,1
17397776,13,10,14,16,14,14,10,13,8
17547917,10,7,10,15,14,13,10,11,10
17549174,80,82,89,0,0,0,81,68,55
17550184,3,1,3,0,0,0,3,2,3
17551651,3,0,0,0,0,0,0,0,0
17553670,0,0,2,0,0,0,5,4,3
17553748,5,2,2,0,0,0,5,5,6
17558356,0,0,3,0,0,0,0,0,0
17559280,4,5,7,0,0,0,0,0,0
17563766,4,6,6,22,29,26,6,7,3
17566765,3,5,5,0,0,0,0,6,4
17567546,7,11,15,15,13,14,13,7,8
17568872,11,13,16,0,0,0,9,16,11
17571629,65,56,52,21,20,20,61,48,46
17571676,0,0,1,3,1,2,3,5,2
17572039,7,5,7,0,0,0,4,6,4
17572324,4,4,6,7,8,9,5,6,7
17573010,5,4,4,0,0,0,2,4,3
17574436,3,5,3,0,0,0,5,4,0
17574545,0,0,0,4,0,0,0,0,0
17574952,24,17,16,16,17,17,15,15,11
17575178,0,0,0,0,0,0,0,5,3
17575245,2,4,5,3,6,3,4,4,2
17578085,3,3,2,7,8,4,2,2,3
17587826,10,12,12,7,8,9,1,2,2
17592682,9,7,5,0,0,0,5,4,3
17592699,4,5,0,0,0,0,0,0,0
17595013,6,6,4,0,0,0,0,0,4
17601970,4,4,6,7,8,9,5,6,7
17607940,7,6,7,0,0,0,4,6,5
17607958,0,4,0,2,0,0,0,0,0
17607969,5,10,8,10,7,7,0,0,0
17607972,26,27,27,0,0,0,30,40,32
17610041,7,5,3,5,7,5,9,9,8
17620378,3,2,3,0,0,0,0,0,0
17624588,16,13,15,0,0,0,12,14,11
17624734,10,8,8,4,0,3,10,6,4
17624990,2,1,3,0,0,0,7,2,0
17625098,11,10,13,0,0,0,4,4,4
17628588,9,11,8,6,6,7,6,5,6
17629009,3,4,1,5,5,5,11,8,8
17629085,11,13,16,0,0,0,9,16,12
17629190,6,6,5,2,3,2,8,7,6
17635273,0,0,0,0,0,0,9,14,8
17638382,4,3,6,0,0,0,8,6,6
17639167,17,15,11,7,0,1,14,15,9
17740045,5,2,3,0,0,0,0,1,0
17740218,8,10,12,0,0,0,6,7,10
17741383,0,0,0,0,0,0,0,2,0
17741665,18,31,25,0,0,0,20,23,14
17892970,7,11,9,0,0,0,8,7,7
17953809,2,2,3,0,0,0,6,5,6
17955270,0,0,0,0,0,0,4,0,5
17955768,4,4,3,10,8,9,7,5,4
18047662,2,2,3,0,0,0,6,5,6
18062205,4,7,5,5,1,3,4,3,4
18063950,0,0,0,0,0,0,0,0,5
18068175,2,1,1,0,0,0,3,1,3
18072611,0,2,0,0,0,0,0,0,0
18098162,51,53,47,24,25,22,69,63,59
18108963,4,2,2,0,0,0,5,4,0
18109139,3,1,2,0,0,0,8,11,4
18109239,2,3,5,0,0,0,3,4,1
18120033,5,7,8,0,0,0,0,0,0
18120117,2,0,0,0,0,0,0,1,2
18124263,2,2,3,0,0,0,6,5,6
18124268,3,4,4,9,11,9,4,6,4
18124355,22,19,21,11,9,11,24,18,18
18124377,14,13,14,17,17,18,9,11,8
18128923,3,5,5,0,0,0,4,3,3
18129188,4,4,6,12,14,11,4,5,3
18134283,5,4,5,2,3,2,6,4,6
18157584,6,7,5,10,11,7,10,10,8
18165233,6,7,5,0,0,0,9,8,11
18165781,0,0,0,0,0,0,0,2,0
18168060,1,3,4,0,0,0,1,2,0
18185613,10,11,11,0,0,0,9,14,10
18187837,0,0,0,0,0,0,2,2,1
18189495,0,1,1,3,4,3,0,0,0
18189738,2,2,0,0,0,0,4,0,0
18193140,2,2,2,0,0,0,2,3,3
18193491,2,3,4,0,0,0,3,5,2
18199232,0,0,0,2,4,4,0,0,0
18214200,0,0,2,0,0,0,0,0,0
18214391,11,10,13,0,0,0,4,4,4
18214724,0,0,0,0,0,0,5,2,4
18219005,8,6,2,0,0,0,4,3,4
18220289,34,33,39,18,12,20,38,31,34
18225206,5,5,4,7,6,6,4,6,8
18239355,16,14,18,0,0,0,20,19,23
18247478,0,3,0,0,0,0,0,0,0
18277461,3,1,1,0,2,0,1,0,1
18283065,0,0,3,0,0,0,5,0,0
18283358,4,4,3,0,0,0,2,1,2
18283422,7,9,8,7,6,5,8,7,7
18283432,9,11,14,0,0,0,7,13,10
18292733,1,2,0,0,0,0,2,2,1
18296087,0,0,0,0,0,0,2,1,2
18303184,9,11,8,6,6,7,6,5,6
18307372,0,0,0,0,0,0,0,4,0
18318395,0,0,0,0,0,0,2,0,0
18589774,2,0,0,0,0,0,0,2,0
18591605,4,4,4,2,0,2,2,0,4
18594834,0,0,0,0,3,2,2,4,3
18594862,2,2,3,0,0,0,6,5,6
18632006,0,0,0,0,0,0,3,5,3
18663560,0,3,5,0,0,5,0,0,0
18669105,29,22,16,0,0,0,17,15,14
18677210,1,0,0,0,0,0,0,6,2
18677291,11,13,16,0,0,0,9,16,11
18677341,0,2,2,0,0,0,0,1,1
18677477,1,5,5,0,0,0,1,1,2
18688412,44,37,45,0,0,0,24,27,25
18688777,8,6,13,0,0,0,11,8,12
18688909,9,9,8,0,0,0,5,3,6
18689097,6,4,4,0,0,0,2,0,4
18690938,0,0,0,0,0,0,3,0,4
