,H1-PelletTriflic-Fl-R1,H1-PelletTriflic-Fl-R2,H1-PelletTriflic-Fl-R3,H1-SonicSupTriflic-V2-R1,H1-SonicSupTriflic-V2-R2,H1-SonicSupTriflic-V2-R3,H1-wholetriflic-R1,H1-wholetriflic-R2,H1-wholetriflic-R3
62803002,0,2,2,3,2,5,0,0,0
62804131,6,6,4,12,11,10,1,2,0
62809084,8,9,9,0,0,0,18,10,1
62814318,4,0,0,0,0,0,0,0,0
62816222,16,12,11,6,4,6,10,8,7
62816710,4,0,0,0,0,0,0,0,0
62817560,9,13,7,0,0,0,21,20,17
62819609,20,19,17,56,47,51,0,0,0
62820934,8,11,11,14,13,14,9,12,1
62823179,14,8,7,0,0,0,8,4,4
62823286,8,8,10,0,0,0,4,4,4
62824325,19,17,17,2,3,2,18,19,15
62827638,1,1,1,0,0,0,2,0,2
62830891,5,0,0,0,0,0,0,5,5
62831403,60,58,51,0,0,0,100,88,72
62831512,0,0,0,25,17,25,0,0,0
62837650,3,0,3,108,117,126,8,8,4
62838017,7,5,8,18,17,22,7,4,2
62838032,102,94,92,158,147,165,95,103,108
62842633,0,0,0,4,0,0,0,0,0
62842774,20,18,15,2,5,6,21,19,18
62846781,0,1,2,18,12,12,0,0,0
62848693,0,0,0,0,0,0,3,0,0
62849777,5,6,6,16,18,16,4,7,9
62849941,3,3,3,4,5,6,0,0,0
62853162,3,2,2,4,5,6,0,0,0
62854146,7,8,10,22,19,19,6,7,8
62856983,0,0,0,0,0,0,0,0,2
62858308,0,0,0,9,7,9,0,3,3
62860561,438,434,447,85,71,69,384,344,350
62864795,10,6,6,36,42,41,18,13,10
62865184,3,2,2,0,0,1,3,5,2
62866194,0,0,0,0,0,4,0,0,0
62866527,6,6,7,0,0,0,4,5,4
62869494,14,13,10,14,15,16,12,12,11
62869708,9,8,4,0,0,0,0,6,0
62869995,0,3,4,0,0,0,0,0,0
62872047,0,0,0,0,0,0,0,4,2
62872850,4,4,3,2,3,2,5,3,5
62874585,8,8,10,0,0,0,4,4,4
62876477,0,0,0,21,21,30,0,0,0
62880763,0,2,2,3,2,5,0,0,0
62881914,3,2,2,16,17,21,0,0,0
62883525,12,13,12,17,15,14,7,12,13
62883931,2,2,2,8,7,6,0,0,0
62887159,21,25,20,57,64,61,19,16,18
62887363,0,0,0,0,2,0,0,0,0
62889250,7,6,8,16,12,12,6,7,8
62889680,6,3,4,4,4,4,7,8,7
62890013,1,0,0,0,0,0,0,6,2
62890794,17,30,35,0,0,0,5,2,4
62890909,7,5,4,0,0,0,12,10,10
62891528,0,2,2,3,2,5,0,0,0
62891835,3,0,0,0,0,0,0,0,0
62891861,0,0,0,0,3,4,0,0,0
62892106,5,3,0,7,7,5,9,12,10
62894396,3,2,0,0,0,0,0,0,0
62895416,0,0,0,0,0,0,0,0,5
62898460,30,34,40,18,11,22,40,36,38
62900740,11,10,8,0,0,0,4,9,9
62903914,35,44,44,4,4,5,41,37,35
62907054,9,5,9,3,2,2,5,5,7
62910188,0,0,6,32,30,34,20,24,17
62913900,8,10,10,130,129,127,41,27,32
62915203,161,160,163,14,7,11,136,118,118
62919140,13,13,15,0,0,0,9,14,10
62920920,0,0,0,0,0,0,0,3,3
62923262,3,2,2,4,5,6,0,0,0
62923999,0,0,2,3,5,4,1,3,2
62926562,15,13,15,0,0,0,10,14,11
62926584,3,2,2,4,5,6,0,0,0
62927493,0,0,3,15,15,15,10,11,11
62927670,0,0,0,0,0,0,0,6,3
62928578,11,13,16,0,0,0,9,16,11
62928750,1,0,1,0,0,0,0,0,2
62930085,0,0,0,8,9,7,0,0,0
62930622,4,4,4,8,6,7,5,5,5
62931402,8,10,10,0,0,0,6,7,9
62936292,24,26,21,2,6,10,38,37,34
62936585,0,4,0,11,12,14,3,5,4
62938103,0,0,0,9,9,7,5,4,0
62939633,105,115,121,72,75,68,33,40,26
62942169,4,0,0,0,0,0,0,0,0
62943215,17,30,19,12,9,9,0,0,0
62943474,279,304,292,17,18,12,306,270,240
62945631,4,3,2,11,10,12,12,9,9
62946388,8,8,9,7,6,10,0,0,0
62951257,0,0,0,2,0,3,0,0,0
62953057,0,0,0,24,19,22,0,0,0
62954390,1,0,0,0,6,2,0,0,0
62955279,0,0,0,0,0,0,4,0,0
62955720,3,6,7,15,15,16,6,5,5
62958503,0,0,0,9,9,8,0,0,0
62958660,2,2,3,0,0,0,6,5,6
62960413,0,1,5,0,0,0,0,1,2
62962628,0,0,0,12,11,10,0,0,0
62962901,6,5,1,0,0,0,2,1,0
62963215,8,6,5,16,20,21,10,9,6
62964422,0,0,0,12,12,16,0,0,0
62964438,23,22,24,61,47,42,26,16,20
62966887,4,8,7,8,7,15,4,6,3
62972161,3,2,0,0,0,0,1,2,0
62972477,3,3,0,5,0,5,5,3,4
62973949,3,2,3,0,0,0,0,0,0
62974897,0,0,0,9,12,12,0,0,0
62977833,26,19,23,3,2,5,19,26,15
62979785,5,3,5,0,0,0,0,0,1
62980033,4,0,0,0,0,0,4,5,0
62981262,3,0,0,1,3,2,0,0,0
62981354,3,6,7,15,15,16,6,5,5
62981824,3,6,7,15,15,18,6,5,5
62986062,0,0,0,0,0,0,8,5,5
62986197,2,2,3,0,0,0,6,5,6
62989287,0,3,1,0,0,0,3,3,0
62989453,7,8,7,10,10,12,5,7,4
62990586,12,11,14,2,3,2,14,12,15
62993069,2,2,3,0,0,0,6,5,6
62994404,0,2,1,0,0,0,0,2,1
62997598,36,39,43,0,0,0,52,57,60
63001112,0,0,0,5,0,0,0,0,0
63001215,0,0,0,7,8,7,0,0,0
63002726,3,6,4,0,0,0,5,5,5
63006542,7,11,15,4,8,9,0,7,7
63007072,8,11,11,0,0,0,10,11,6
63007267,0,0,0,0,0,0,2,2,1
63016736,17,10,13,5,6,6,3,4,2
63017540,0,2,1,0,0,0,0,2,1
63018596,10,5,3,0,0,0,9,13,14
63019597,0,0,0,4,0,5,5,0,0
63020082,0,2,0,0,0,0,0,0,4
63020467,0,0,0,0,0,0,3,0,0
63020538,12,14,14,0,0,0,7,7,5
63021653,4,3,2,9,10,11,12,9,9
63025804,6,5,4,15,14,16,14,13,13
63032818,6,4,8,0,0,0,5,8,3
63035346,0,0,0,0,0,0,2,2,3
63035382,13,20,16,2,3,0,4,10,8
63035426,0,0,0,14,12,15,0,0,0
63036168,7,6,8,16,12,12,6,7,8
63037596,0,0,3,0,2,0,0,0,0
63038729,4,0,0,0,0,0,0,0,0
63039819,18,17,18,25,27,21,9,10,10
63042548,0,0,0,4,5,6,0,0,0
63043621,0,0,0,3,5,5,0,0,0
63045109,16,21,19,0,0,0,17,10,18
63046604,11,12,13,0,0,0,14,16,16
63047624,0,0,0,7,9,6,0,0,0
63055964,0,0,0,19,22,17,2,4,2
63056789,3,6,7,15,16,16,6,5,5
63058351,0,0,0,0,0,0,0,4,2
63059680,0,0,2,0,0,0,6,5,5
63059959,0,0,2,14,13,15,6,7,4
63062493,9,9,8,0,0,0,0,0,0
63067512,6,0,8,9,14,15,4,5,4
63067947,41,62,58,0,0,0,31,25,20
63068131,6,5,4,15,14,16,14,13,13
63077172,2,2,3,0,0,0,6,5,6
63078136,2,2,3,0,0,0,6,5,6
63078247,10,7,6,50,39,37,0,0,0
63078357,116,125,136,74,80,71,69,70,63
63078668,0,0,0,53,45,41,3,5,2
63079095,2,4,4,0,3,1,0,0,0
63093125,24,24,30,41,46,37,11,10,10
63094001,7,6,8,16,12,12,6,7,8
63096400,0,0,0,0,0,0,0,4,0
63097513,21,14,18,0,0,0,14,15,15
63100435,5,3,0,0,0,0,0,0,3
63101601,0,0,0,10,5,12,0,0,0
63102330,43,50,55,109,116,114,52,47,45
63105175,18,17,15,0,0,0,6,6,0
63106213,0,0,0,5,0,3,5,0,0
63110128,0,4,0,0,4,5,0,0,0
63112593,0,0,0,11,14,10,0,2,1
63113377,4,8,9,0,0,0,6,6,8
63115143,0,0,0,5,0,0,0,0,0
63116219,0,0,0,0,0,0,2,5,0
63119531,0,0,0,1,4,0,0,0,0
63121391,21,21,15,0,0,0,11,6,6
63121908,0,0,0,0,0,0,0,1,3
63122857,0,0,0,0,0,0,0,4,0
63125332,0,0,1,1,3,1,0,0,0
63129296,0,0,0,0,0,0,12,12,8
63129880,37,38,40,20,26,22,22,16,17
63131437,3,0,0,0,0,0,0,0,3
63132026,2,1,4,0,0,0,0,3,1
63132167,0,0,0,9,8,8,0,0,0
63132765,7,7,6,16,18,14,17,7,15
63132923,61,68,71,33,40,31,31,24,23
63133221,65,61,62,44,38,45,35,38,38
63133556,0,0,0,13,12,15,0,0,0
63135593,0,4,0,0,0,4,0,7,5
63139401,13,15,15,0,0,0,23,15,14
63139991,3,0,0,20,25,22,0,0,0
63144665,12,13,14,23,24,16,7,8,9
63147608,0,2,5,0,0,0,0,1,2
63148106,0,0,3,1,0,0,0,2,3
63149095,14,12,13,5,6,5,8,15,7
63151127,0,3,0,0,0,0,0,0,0
63153203,0,0,0,2,3,1,0,0,0
63156285,0,2,0,0,0,0,0,0,0
63157220,0,0,2,3,5,4,1,2,2
63160451,2,0,0,0,0,0,0,0,0
63164283,2,2,3,0,0,0,6,5,6
63164390,0,0,0,0,0,0,2,2,1
63167857,14,12,25,22,25,20,5,8,8
63167883,8,7,5,0,0,0,13,12,15
63168376,0,0,2,0,0,0,0,2,4
63168915,0,1,1,0,0,0,4,3,2
63169176,7,10,12,0,0,0,13,11,13
63169724,2,2,5,2,3,3,0,4,4
63170297,0,0,0,5,5,4,3,2,4
63176368,0,0,0,0,0,0,2,4,0
63177426,0,0,0,4,5,3,0,0,0
63182044,0,3,0,0,0,0,0,0,0
63182182,32,46,41,46,49,49,33,40,36
63182737,28,26,23,19,14,11,28,29,25
63184144,2,2,3,0,0,0,6,5,6
63185181,0,0,0,3,5,4,7,12,9
63185942,0,0,0,0,0,0,6,12,0
63187102,6,6,3,0,0,0,4,0,0
63188988,0,0,2,53,52,49,7,11,5
63193817,0,9,0,0,15,16,11,10,12
63196182,4,3,5,14,9,10,6,4,6
63196328,3,3,4,0,0,0,4,5,5
63196447,0,0,0,8,8,5,0,0,0
63196643,0,2,2,3,2,5,0,0,0
63197698,0,0,0,0,0,0,2,4,0
63199409,3,0,4,3,2,2,0,2,0
63199719,8,9,9,5,3,7,6,7,5
63201660,12,10,10,17,13,14,0,0,0
63205098,0,0,3,1,0,0,0,2,3
63205380,12,9,9,6,4,6,6,7,7
63205501,29,32,34,24,17,24,9,10,11
63205708,6,4,6,11,12,6,1,1,2
63206561,2,2,3,0,0,0,6,5,6
63208362,4,3,5,0,0,0,11,7,6
63212163,61,73,81,39,40,31,84,82,78
63214841,0,0,2,3,6,4,1,2,2
63215117,0,0,3,1,0,0,0,2,3
63218511,2,5,13,13,15,11,0,0,0
63221601,0,0,0,6,3,3,0,0,0
63224032,0,0,0,23,33,36,2,3,0
63225025,0,0,0,14,12,15,0,0,0
63225099,1,0,0,3,2,3,4,4,2
63227434,2,2,3,0,0,0,6,5,6
63227815,11,12,14,0,0,0,18,12,18
63230588,1,0,0,0,0,0,3,1,0
63232398,6,0,0,0,0,0,0,0,0
63234223,0,0,0,0,0,0,5,5,7
63236333,0,0,2,5,9,6,3,4,2
63243187,3,4,0,2,6,6,3,3,4
63243647,6,0,0,0,0,0,0,0,0
63243889,0,0,0,27,30,34,0,0,0
63245372,3,0,0,13,15,17,0,0,0
63245820,0,0,0,0,0,0,0,4,0
63251495,7,5,2,12,12,13,14,14,13
63266944,6,6,6,0,0,0,0,0,0
63267150,0,4,2,0,2,0,3,1,2
63268640,1,0,1,0,0,0,4,0,0
63271051,3,5,7,0,0,0,5,0,1
63271873,2,2,3,0,0,0,6,5,6
63272810,30,40,43,42,42,31,31,26,13
63274500,0,0,0,29,30,28,9,16,11
63275290,3,0,0,1,3,2,0,0,0
63275448,2,0,0,7,5,5,0,0,0
63277926,0,2,2,3,2,5,0,0,0
63278043,0,0,2,0,0,0,0,0,0
63281870,5,6,5,6,4,5,5,5,4
63282343,62,71,70,140,140,135,75,79,67
63282517,0,0,3,1,0,0,0,2,3
63282551,0,0,0,0,0,0,0,0,3
63282921,0,0,3,1,0,0,0,2,3
63284258,48,45,47,65,56,53,57,63,65
63284455,5,3,0,0,0,0,0,0,3
63288054,23,18,26,7,10,12,23,21,19
63289385,0,9,0,0,15,16,12,10,13
63293455,1,5,3,6,7,4,2,5,6
63296313,5,0,0,0,0,0,5,0,0
63296461,11,13,11,0,0,0,11,11,6
63298141,0,0,3,1,0,0,0,2,3
63301199,8,9,9,5,3,7,6,7,5
63304867,0,0,1,6,4,4,1,2,0
63306571,5,4,5,10,12,6,1,1,2
63311575,5,3,5,0,0,0,3,6,2
63311673,7,11,10,0,0,0,8,8,8
63312440,0,0,0,9,7,11,0,0,0
63314432,20,18,23,12,10,10,24,20,25
63314925,22,18,21,0,0,0,19,13,14
63315144,3,2,2,0,0,0,1,3,6
63315661,44,48,53,61,61,54,49,46,38
63316373,12,14,12,8,11,10,4,6,5
63319256,0,0,3,1,0,0,0,2,3
63320164,0,0,3,1,0,0,0,2,3
63320185,0,0,0,0,4,0,0,0,0
63321323,0,0,3,1,0,0,0,2,3
63322719,13,10,6,98,87,75,0,0,0
63322727,27,30,30,0,0,0,19,12,8
63323096,0,2,3,0,0,0,0,0,0
63323266,0,0,1,6,4,7,1,2,0
63325361,136,143,154,44,38,41,149,146,132
63326068,0,0,3,0,2,0,0,0,0
63329987,5,7,9,10,6,2,36,39,39
63330590,0,0,3,1,0,0,0,2,3
63332162,8,9,9,7,7,9,0,0,0
63332441,2,1,4,0,0,0,0,4,1
63332505,9,5,3,0,0,0,8,11,11
63332657,2,2,3,0,0,0,6,5,6
63333194,0,3,4,0,0,0,0,0,0
63337446,146,170,156,13,14,11,175,153,145
63337959,0,0,3,2,0,0,0,2,3
63340460,0,0,3,1,0,0,0,2,3
63340726,9,7,4,0,0,0,0,6,0
63343507,4,0,5,6,12,8,5,4,3
63345421,0,0,0,0,0,0,0,0,2
63345535,6,7,6,0,0,0,2,1,2
63349671,0,0,1,2,0,0,0,0,0
63350875,6,13,15,59,59,58,10,9,5
63351170,10,14,11,0,0,0,3,4,0
63353871,0,0,0,0,0,0,4,0,0
63354172,1,0,1,0,0,0,4,0,0
63354250,3,3,4,0,0,0,4,0,0
63356547,2,2,3,4,2,7,3,0,3
63357744,4,3,3,0,0,0,4,5,9
63359446,0,0,0,4,0,2,0,0,0
63360902,62,71,72,4,4,5,77,58,53
63363572,16,14,14,7,7,10,1,4,1
63371685,5,3,5,0,0,0,3,6,2
63372363,4,5,6,34,29,27,0,0,0
63373149,0,2,2,3,2,5,0,0,0
63373407,0,0,0,2,0,0,0,0,0
63374013,15,13,15,13,12,11,8,6,7
63374647,3,4,3,0,0,0,0,2,0
63375755,0,4,0,10,10,10,0,0,0
63379381,1,0,0,0,0,0,2,3,3
63379481,0,0,0,0,0,2,0,0,0
63379850,23,30,28,0,0,0,25,18,5
63380117,2,2,0,28,25,31,8,6,8
63381870,4,5,6,0,0,0,0,4,4
63383809,6,7,5,0,0,0,13,3,7
63390831,2,2,3,0,0,0,6,5,6
63391418,0,0,0,0,0,0,7,6,7
63397584,23,22,20,17,18,20,19,21,28
63398165,2,0,0,0,0,0,0,0,0
63400162,45,40,37,19,13,8,13,12,11
63403208,3,0,0,0,0,0,0,2,0
63403497,1,2,2,2,6,4,4,3,4
63403765,6,5,5,2,2,0,0,0,0
63410001,8,8,10,0,0,0,4,4,4
63414075,0,3,0,0,0,0,0,0,0
63414243,8,6,7,3,1,5,13,17,18
63414523,3,2,3,0,0,0,0,0,0
63414919,26,20,19,19,19,18,3,0,0
63415712,2,2,3,0,0,0,6,5,6
63418032,2,2,3,0,0,0,6,5,6
63421666,6,6,0,7,10,10,5,7,8
63421758,2,0,2,5,5,6,0,1,0
63421854,23,18,20,5,4,9,16,23,17
63421987,0,0,0,0,2,0,0,0,0
63422414,0,0,0,0,3,0,0,0,0
63423162,0,0,6,0,0,0,0,0,0
63423769,7,10,9,0,0,0,5,5,7
63424498,0,0,0,0,0,0,2,0,3
63425069,2,2,3,0,0,0,7,7,8
63429462,11,8,4,0,0,0,8,8,6
63430021,0,0,0,0,0,0,4,0,0
63431016,9,11,13,0,0,0,8,13,11
63432058,21,23,21,0,0,0,16,14,16
63432134,0,4,3,0,0,0,0,0,0
63432770,4,3,0,0,0,0,0,4,0
63434151,0,0,0,0,7,8,0,2,0
63436539,2,2,2,4,5,6,14,15,10
63441405,0,0,0,23,20,19,0,0,4
63444159,37,38,35,0,0,0,39,36,30
63445011,6,3,0,0,0,0,5,3,0
63447567,1,1,2,7,5,5,0,0,0
63449485,0,0,0,6,0,0,0,0,0
63449965,0,0,0,0,2,1,2,1,1
63452507,4,7,6,0,0,0,5,9,5
63452797,12,14,14,10,8,11,1,4,3
63452851,3,2,2,4,5,6,0,0,0
63453493,4,4,4,16,17,13,3,4,3
63457324,2,2,3,0,0,0,6,5,6
63460190,0,0,0,4,8,8,0,0,0
63460392,0,0,0,3,4,5,0,3,3
63461387,2,6,5,2,0,0,2,3,3
63463261,4,4,0,0,0,0,7,4,0
63463339,0,0,0,0,0,0,0,5,0
63464075,7,6,0,10,6,8,5,9,8
63464682,7,10,10,14,16,19,11,10,12
63468226,48,51,50,26,30,25,27,21,20
63469631,10,9,9,14,13,13,6,10,11
63469979,0,0,0,0,0,0,2,4,0
63471490,0,0,0,9,14,9,0,0,0
63473188,16,17,14,0,0,0,9,13,13
63475430,13,8,8,0,0,0,10,0,4
63475997,0,0,2,10,7,5,3,2,2
63476257,3,0,0,0,0,0,0,0,0
63482065,5,0,7,0,0,0,0,0,0
63487610,39,39,46,46,50,46,37,41,34
63489079,24,22,32,27,25,23,17,13,11
63492044,0,3,0,19,25,22,0,4,3
63494767,0,3,0,0,6,5,8,5,4
63495297,0,0,0,10,12,8,2,1,1
63496298,10,12,14,0,0,0,12,11,6
63498188,21,17,13,5,0,0,11,5,0
63501924,0,0,0,0,0,3,0,0,0
63501985,0,0,0,10,10,13,0,0,0
63507165,0,0,0,13,18,16,6,5,5
63507869,27,22,25,0,0,0,21,23,26
63508893,8,7,6,0,0,0,6,9,10
63509442,17,6,4,0,0,0,11,12,13
63509812,9,15,16,16,15,18,0,0,0
63510608,0,0,0,3,0,6,0,0,0
63512034,4,4,7,10,10,11,9,13,15
63514938,17,17,13,21,25,28,46,39,41
63517822,18,23,25,28,25,16,29,23,12
63522590,0,0,3,0,2,0,0,0,0
63523057,22,18,16,11,12,8,19,15,20
63525023,4,0,0,0,0,0,0,0,0
63535157,0,0,0,5,3,2,3,2,0
63536952,4,5,6,0,0,0,6,2,0
63539481,0,0,0,6,8,5,0,0,0
63548237,0,4,3,10,15,12,9,14,14
63549088,5,3,5,0,0,0,3,6,2
63549178,16,16,14,0,0,0,28,18,15
63549877,49,59,55,27,30,24,66,58,65
63550384,0,0,0,5,3,2,3,2,0
63550900,9,8,11,14,8,14,15,17,15
63554938,0,0,0,6,4,8,0,0,0
63558496,55,56,63,16,12,15,59,51,55
63563981,0,4,8,39,40,37,0,3,6
63565336,0,0,6,0,0,0,0,0,0
63565603,2,2,3,0,0,0,6,5,6
63571991,43,42,38,6,8,6,40,42,40
63575848,31,34,36,0,0,0,30,26,21
63576875,0,0,0,2,7,3,0,0,0
63578819,20,15,21,0,0,0,0,0,0
63581107,4,0,0,0,0,0,0,0,0
63581387,6,6,3,0,0,0,4,0,0
63587346,23,24,15,38,29,25,21,13,0
63589005,0,2,1,0,0,0,0,2,1
63589216,7,8,5,0,5,0,0,0,3
63591819,0,3,0,13,8,6,2,0,0
63593207,4,4,4,8,6,7,5,5,5
63593613,0,0,0,26,19,22,4,5,2
63595732,0,0,0,0,2,0,0,0,0
63596410,5,3,5,0,0,0,3,6,2
63597941,10,9,6,0,0,0,7,7,6
63599779,8,8,9,7,6,10,0,0,0
63603065,51,47,44,0,0,0,51,37,19
63604464,35,31,33,16,11,15,39,27,32
63607292,0,0,0,0,0,0,4,6,6
63608303,4,5,4,20,18,16,0,0,0
63609537,6,7,7,0,0,0,2,0,1
63609967,23,19,25,0,0,0,26,23,29
63612326,2,2,3,0,0,0,6,5,6
63612354,0,0,0,42,47,42,0,0,0
63613145,0,0,5,0,0,0,0,0,0
63614274,1,0,4,3,2,2,0,1,0
63617798,3,0,5,7,15,12,6,6,4
63620692,0,0,0,11,4,3,0,0,0
63621023,3,0,6,0,0,0,0,0,0
63623426,26,24,25,0,0,0,18,23,25
63623628,41,38,42,0,0,0,32,30,28
63624223,7,4,5,0,1,0,7,7,6
63624419,7,10,10,14,16,19,11,10,12
63627128,29,28,28,0,0,0,19,17,18
63630012,5,6,5,9,8,8,0,0,0
63631155,32,34,28,52,56,54,21,13,15
63631468,53,45,55,54,49,55,48,49,41
63633344,3,3,0,0,0,0,8,6,5
63637310,3,4,4,0,0,0,2,1,2
63642834,2,0,2,5,5,6,0,1,0
63645009,0,0,1,3,1,2,5,8,5
63646464,0,9,0,0,15,16,12,10,11
63649356,61,81,86,75,72,60,83,64,45
63652778,4,4,4,0,0,0,4,2,3
63654136,4,3,6,0,0,0,8,6,6
63655225,0,0,0,0,0,0,4,2,6
63657564,0,0,0,5,2,3,0,3,4
63662417,3,0,0,0,0,0,5,3,0
63663354,21,20,23,0,0,0,5,2,5
63663698,0,0,0,3,6,3,0,0,0
63664643,0,3,0,8,12,10,0,0,0
63666245,4,0,2,0,0,0,0,0,0
63669362,0,0,0,2,5,2,0,0,0
63669394,3,2,2,4,5,6,0,0,0
63675249,10,10,8,0,0,0,8,11,8
63676406,0,0,0,0,0,0,2,4,0
63678609,4,0,0,0,0,0,0,0,0
63678654,0,0,2,5,10,7,4,4,2
63679069,48,42,48,51,48,48,48,43,38
63684350,5,4,5,1,0,0,0,0,0
63684566,11,12,13,7,7,11,3,7,5
63685793,0,0,0,0,0,0,9,12,10
63686721,0,0,0,20,18,19,0,0,0
63687761,21,21,18,38,40,36,21,18,17
63688712,0,0,2,0,0,0,0,3,3
63690191,1,2,1,0,0,0,3,4,1
63690445,2,4,2,0,0,0,9,5,3
63693018,19,18,15,0,0,0,3,0,0
63695501,15,13,15,13,12,11,8,6,7
63699281,3,1,3,8,9,7,2,2,3
63699882,10,10,0,12,12,14,8,12,11
63700069,13,12,18,8,7,8,11,10,12
63703257,0,0,10,0,0,0,0,0,0
63705520,35,35,35,7,9,10,33,31,29
63706395,5,3,5,0,0,0,3,6,2
63708852,0,0,0,0,0,0,14,15,12
63708992,9,10,12,57,56,38,10,6,7
63709140,9,11,9,0,0,0,5,4,4
63709147,9,11,10,0,0,2,16,12,15
63709313,29,21,28,10,12,11,25,24,23
63712044,0,0,0,6,5,5,0,0,0
63713946,0,0,5,4,0,0,0,3,0
63718131,5,6,4,8,5,4,11,14,14
63719650,19,20,16,0,0,0,3,0,0
63720029,3,2,3,0,0,0,0,0,0
63722776,0,0,0,5,6,5,0,0,3
63726906,0,6,5,12,14,18,0,0,0
63727055,0,0,0,5,4,6,0,3,0
63734449,3,5,5,0,0,0,3,3,6
63735167,0,0,0,21,20,30,0,0,0
63735222,0,0,0,0,0,0,6,8,7
63738012,13,12,18,11,8,9,18,15,18
63739702,21,21,16,0,0,0,14,13,16
63741864,3,1,2,0,0,0,3,2,2
63742910,6,8,9,0,0,0,11,13,13
63744519,0,3,4,0,0,0,0,0,0
63746317,7,9,7,0,0,0,9,6,10
63760160,0,0,0,5,5,4,3,2,4
63760309,2,2,3,0,0,0,6,5,6
63760868,0,0,2,3,5,4,1,3,2
63761570,12,5,11,6,4,8,12,11,9
63765962,0,0,0,0,0,0,2,3,0
63766482,6,5,8,0,0,0,11,10,10
63766647,0,0,0,1,0,2,5,5,4
63767129,0,4,0,0,0,0,0,0,0
63767811,11,8,4,0,0,0,8,8,6
63769493,5,0,6,9,0,0,11,9,5
63769739,11,8,4,0,0,0,8,11,9
63770542,13,12,11,23,24,16,9,9,5
63778295,70,88,75,97,92,85,71,75,59
63778920,46,54,54,2,3,3,51,44,38
63782830,2,0,0,0,0,0,0,0,0
63783263,0,0,1,8,5,7,0,0,0
63783296,0,0,0,0,0,0,4,0,0
63787058,2,2,3,0,0,0,6,5,6
63792270,19,16,18,18,21,17,23,22,23
63792450,0,7,7,15,16,20,0,0,0
63793241,2,2,0,31,30,30,10,8,11
63795211,2,2,3,0,0,0,6,5,6
63796550,14,9,9,17,26,23,17,21,12
63798592,62,63,70,104,113,114,63,56,37
63800039,4,3,5,0,0,0,2,3,5
63803622,26,29,32,26,29,23,34,35,35
63804596,0,0,0,3,0,0,0,0,0
63805693,8,0,5,3,0,4,3,0,0
63807427,13,16,20,2,5,4,18,19,17
63808967,7,7,6,2,4,3,11,11,10
63809240,14,9,16,2,3,2,10,13,10
63816471,6,6,7,26,26,29,0,0,0
63824258,3,2,4,0,0,0,0,0,0
63833832,9,9,9,0,0,0,0,0,3
63834817,4,0,0,0,0,0,3,0,0
63837540,0,0,0,0,0,0,7,5,5
63837851,26,22,27,47,42,41,14,18,14
63838695,2,2,3,0,0,0,6,5,6
63840333,5,5,8,0,0,0,10,6,8
63845118,8,6,8,5,5,8,0,0,0
63846694,1,1,3,4,4,7,4,4,3
63847658,0,0,0,0,0,0,0,3,0
63848214,20,23,27,0,0,0,15,12,19
63849179,71,75,70,0,0,0,80,71,46
63849268,3,5,5,0,0,0,2,3,6
63849532,2,1,1,0,0,0,0,1,0
63850094,13,16,18,0,0,0,19,22,19
63853821,0,0,0,0,0,0,3,5,2
63855387,0,0,0,4,0,0,0,0,0
63855874,0,0,3,0,0,0,0,0,0
63856558,0,0,0,12,5,5,0,0,0
63856881,6,3,5,0,0,0,1,3,5
63857026,4,3,5,0,0,0,2,3,5
63861097,0,0,0,15,12,14,8,10,6
63864230,2,3,3,0,0,0,9,10,9
63865661,3,2,2,4,5,6,0,0,0
63868307,4,1,0,0,0,0,2,2,4
63869762,3,2,0,5,3,3,2,4,5
63871384,7,5,9,0,0,0,0,0,0
63871680,29,21,21,0,0,0,23,15,19
63871892,10,9,11,24,18,18,11,9,8
63874543,0,0,0,4,4,7,0,0,0
63884704,8,10,11,8,8,3,7,13,11
63885967,3,0,0,0,0,0,0,0,3
63886233,0,0,0,0,0,0,4,5,5
63886895,32,29,31,16,12,16,33,25,24
63889213,9,8,9,10,6,10,8,7,7
63891097,2,2,3,0,0,0,6,5,6
63894587,0,7,5,0,0,0,0,0,0
63895360,0,2,0,0,0,0,0,0,0
63898650,11,8,4,0,0,0,8,8,6
63898926,21,21,16,0,0,0,14,13,16
63900089,18,18,13,0,0,0,13,21,18
63900260,28,26,29,0,0,0,16,10,5
63900883,13,12,18,8,7,8,11,10,12
63902615,6,0,4,2,2,5,4,4,2
63907173,3,4,6,2,0,0,6,6,9
63908692,21,30,30,58,63,57,41,38,21
63909531,0,0,0,4,2,5,0,0,0
63914349,22,16,19,0,0,0,22,27,25
63919699,2,2,3,0,0,0,6,5,6
63922768,11,8,4,0,0,0,10,17,15
63923386,0,0,0,0,0,0,5,5,0
63924103,6,9,9,0,0,0,10,7,6
63925199,0,0,0,6,0,5,0,0,0
63932312,12,14,12,5,6,8,14,17,17
63933277,6,5,4,0,0,0,0,4,0
63935681,3,3,2,0,0,0,0,0,0
63937193,4,4,0,0,0,0,7,4,0
63940147,15,13,13,14,18,14,20,16,18
63947167,0,0,0,0,3,0,0,0,0
63948514,0,0,0,10,10,7,0,0,0
63954167,0,2,2,3,2,5,0,0,0
63957537,0,0,0,0,0,0,0,0,2
63962734,25,31,27,0,2,0,21,25,26
63963009,0,0,0,21,17,16,8,3,2
63963341,3,3,0,0,0,0,0,0,0
63963821,4,3,2,9,10,11,12,9,9
63966543,21,17,20,14,13,8,17,12,11
